,Matches,Player,Avg_Bats,Avg_Bowler,Avg_field,Avg_Total,stdBat,stdBowl,stdFiekd,stdDr11
0,116,Yuvraj Singh,13.051724137931034,3.3017241379310347,1.2413793103448276,17.594827586206897,12.968084453488247,8.929891014073936,2.606415795369349,17.268709298600754
1,8,BCJ Cutting,9.1875,11.25,2.5,22.9375,8.017558855412288,8.430387213611755,2.9760952365713798,11.390589787815454
2,100,CH Gayle,23.12,1.76,0.96,25.84,24.384247274654907,5.689117735296102,1.979286678976991,25.841091699114035
3,126,S Dhawan,16.77777777777778,0.30952380952380953,1.7142857142857142,18.8015873015873,14.762053455472318,1.7318858424932524,2.286856857285626,14.838878578259122
4,30,DJ Hooda,6.75,1.7333333333333334,0.6666666666666666,9.15,8.06412874486718,4.440668894421767,1.5161960871578068,9.155881847959437
5,58,Mandeep Singh,10.568965517241379,0.0,1.7241379310344827,12.293103448275861,12.511906005622281,0.0,2.6076345633023386,12.624827420310329
6,50,MC Henriques,11.0,6.7,2.0,19.7,11.557310611531932,9.600701504981556,2.710523708715754,16.322327265036037
7,57,KM Jadhav,8.657894736842104,0.0,1.4736842105263157,10.131578947368421,10.544191823132179,0.0,2.346009249448142,10.298893107908265
8,10,TM Head,11.35,2.5,1.2,15.05,15.403913644121598,6.570134448142341,3.7947331922020555,15.971241515785666
