y,p1,p22,p32,p42
1.0,0.031397174285714285,0.10989011,0.028571429,0.0
0.0,0.333333334,0.0,0.052631579000000005,0.0
0.0,0.1373626375,0.010989011000000002,0.066666667,0.0
0.0,0.078125,0.28125,0.08035714299999999,0.066666667
0.0,0.43636363679999995,0.181818182,0.16071428599999998,0.066666667
0.0,0.5625,0.21875,0.107142857,0.090909091
0.0,0.16,0.16,0.181818182,0.125
0.0,0.29166666725,0.0,0.0,0.0
0.0,1.28,0.0,0.0,0.0
0.0,0.04310344825,0.10344827599999999,0.085714286,0.1875
1.0,0.0,0.0,0.076190476,0.0625
0.0,0.025862068999999998,0.034482759,0.047619048,0.125
0.0,0.011363636363636364,0.1,0.0625,0.066666667
0.0,0.009118540999999999,0.021276596000000002,0.047619048,0.0
0.0,0.014285714285714285,0.0,0.048387097000000004,0.038095238
0.0,0.009216589857142857,0.032258065,0.047619048,0.048387097000000004
0.0,0.0059523810000000005,0.041666667000000004,0.08064516099999999,0.00952381
1.0,0.004608295,0.0,0.019047619,0.064516129
0.0,0.0059523810000000005,0.083333333,0.038095238,0.0
0.0,0.01724137933333333,0.0,0.019047619,0.048387097000000004
0.0,0.0,0.042553191,0.090909091,0.08064516099999999
0.0,0.0,0.1,0.064516129,0.090909091
0.0,0.039506172799999996,0.074074074,0.064516129,0.181818182
0.0,0.0413793104,0.0,0.181818182,0.048387097000000004
0.0,0.29032258200000005,0.032258065,0.181818182,0.08064516099999999
0.0,0.127659573,0.063829787,0.032258065,0.090909091
0.0,0.75,0.125,0.160839161,0.08064516099999999
0.0,0.191489361,0.0,0.0,0.0
0.0,0.37037037,0.0,0.0,0.0
0.0,0.0,0.14285714300000002,0.0,0.097087379
1.0,0.001953125,0.0078125,0.029126213999999997,0.333333333
0.0,0.0030864197499999996,0.111111111,0.077669903,0.0
0.0,0.0008680555555555555,0.0546875,0.333333333,0.097087379
0.0,0.022222222200000002,0.0,0.01910828,0.038834951
0.0,0.0,0.0,0.044585987,0.038834951
1.0,0.0,0.071428571,0.048543689,0.07643312099999999
0.0,0.0,0.0,0.07643312099999999,0.019417476
1.0,0.02040816314285714,0.071428571,0.048543689,0.07006369400000001
0.0,0.025,0.0625,0.025477707000000002,0.03125
0.0,0.019480519363636362,0.0,0.057324840999999994,0.046875
0.0,0.0,0.0,0.057324840999999994,0.059701493
0.0,0.020576131666666664,0.074074074,0.044585987,0.059701493
0.0,0.026041666666666664,0.078125,0.012738853999999999,0.067164179
0.0,0.024691358,0.111111111,0.031847134,0.074626866
0.0,0.07142857133333333,0.28571428600000004,0.038216561,0.074626866
0.0,0.020833333333333332,0.015625,0.025477707000000002,0.052238806
0.0,0.07142857133333333,0.35714285700000004,0.038216561,0.067164179
0.0,0.076923077,0.0,0.0,0.0
0.0,1.4285714280000001,0.0,0.0,0.0
0.0,0.12605042,0.12605042,0.075342466,0.0
0.0,0.180555556,0.180555556,0.075342466,0.0
0.0,0.022727273,0.113636364,0.075342466,0.083333333
0.0,0.0,0.0,0.08219178099999999,0.0
0.0,0.083333333,0.013888889,0.089041096,0.083333333
0.0,0.0,0.2,0.04109589,0.166666667
0.0,0.02173913,0.02173913,0.0,0.02739726
0.0,0.01754386,0.01754386,0.0,0.04109589
0.0,0.1,0.0,0.0,0.034246575
0.0,0.01754386,0.052631579000000005,0.02739726,0.166666667
0.0,0.022727273,0.0,0.020547945,0.0
0.0,0.052631579000000005,0.087719298,0.0,0.047945205
0.0,0.008403361,0.008403361,0.02739726,0.0
0.0,0.1,0.0,0.083333333,0.006849315
0.0,0.027777778,0.027777778,0.0,0.034246575
0.0,0.025510204142857137,0.23214285699999998,0.085714286,0.1875
0.0,0.011111111166666666,0.04,0.076190476,0.0
0.0,0.03869047616666666,0.125,0.016129031999999998,0.047619048
0.0,0.006666666666666666,0.10666666699999999,0.066666667,0.0
1.0,0.020833333333333332,0.017857143,0.047619048,0.0
0.0,0.005649717499999999,0.033898305,0.048387097000000004,0.038095238
1.0,0.04166666675,0.0,0.048387097000000004,0.047619048
0.0,0.033898305,0.06779661,0.0,0.08064516099999999
0.0,0.04999999979999999,0.083333333,0.064516129,0.0
1.0,0.0,0.2,0.0,0.041958042
0.0,0.083333333,0.0,0.048951049,0.090909091
0.0,0.08888888888888889,0.0,0.034965035,0.090909091
0.0,0.0,0.0,0.090909091,0.050632910999999996
0.0,0.04519773999999999,0.06779661,0.181818182,0.012658228
0.0,0.0,0.0,0.075949367,0.181818182
0.0,0.0,0.0,0.181818182,0.075949367
0.0,0.044444444666666666,0.226666667,0.0,0.050632910999999996
0.0,0.0741525425,0.016949153,0.0,0.12658227800000002
0.0,0.5666666674999999,0.0,0.0,0.0
0.0,0.75,0.0,0.0,0.0
1.0,0.026666666666666665,0.146666667,0.0,0.12195122
0.0,0.0,0.0,0.048780488,0.0
0.0,0.0244444445,0.10666666699999999,0.073170732,0.125
1.0,0.0,0.111111111,0.076923077,0.0625
0.0,0.111111111,0.0,0.0,0.0625
0.0,0.015625,0.0625,0.0625,0.038461537999999997
0.0,0.0,0.0,0.047619048,0.0
0.0,0.025,0.09375,0.0,0.0
1.0,0.0,0.5,0.0,0.0625
1.0,0.017582417600000008,0.054945055,0.0625,0.071428571
0.0,0.25,0.0,0.0,0.0
0.0,0.125,0.09375,0.023809524,0.054545455
0.0,0.0,0.0,0.036363636,0.015625
0.0,0.43956044,0.010989011000000002,0.09375,0.090909091
0.0,0.0,0.083333333,0.036363636,0.078125
0.0,0.375,0.09375,0.09375,0.090909091
0.0,0.0,0.0,0.046875,0.0
0.0,0.32,0.16,0.0,0.015625
0.0,0.666666668,0.0,0.0,0.0
0.0,0.03535353525,0.171717172,0.11,0.030612245
1.0,0.015625,0.083333333,0.020408163,0.12
0.0,0.0,0.0625,0.040816327,0.05
1.0,0.013888888833333331,0.10416666699999999,0.06,0.040816327
0.0,0.0,0.075471698,0.081632653,0.034482759
0.0,0.05,0.125,0.030612245,0.051724137999999996
1.0,0.050314465333333336,0.037735849,0.081632653,0.035087718999999996
0.0,0.058201057999999986,0.079365079,0.0,0.051020407999999996
0.0,0.012578616333333334,0.037735849,0.051020407999999996,0.0
0.0,0.0,0.0,0.035087718999999996,0.035714286
0.0,0.0188679245,0.018867925,0.035714286,0.01754386
0.0,0.0,0.0,0.017857143,0.052631579000000005
0.0,0.027777778,0.03968254,0.070175439,0.035714286
0.0,0.05,0.1,0.035714286,0.035087718999999996
0.0,0.050505050499999996,0.131313131,0.035714286,0.087719298
0.0,0.2,0.0,0.0,0.087719298
0.0,0.1575757572,0.151515152,0.0,0.01754386
0.0,0.291666666,0.229166667,0.076923077,0.172413793
0.0,0.25,0.0,0.0,0.0
0.0,1.833333336,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0072727272,0.036363636,0.0,0.111111111
1.0,0.0,0.0,0.185185185,0.0
1.0,0.008333333400000002,0.083333333,0.0,0.0
0.0,0.03333333333333333,0.0,0.1,0.111111111
1.0,0.3333333333333333,0.0,0.1,0.12
0.0,0.054545455,0.090909091,0.016129031999999998,0.1
0.0,0.0375,0.0,0.0,0.08064516099999999
1.0,0.090909091,0.054545455,0.041666667000000004,0.048387097000000004
0.0,0.0,0.0,0.041666667000000004,0.016129031999999998
1.0,0.4,0.0,0.083333333,0.048387097000000004
0.0,0.021276596000000002,0.0,0.0,0.041666667000000004
0.0,0.10416666625,0.083333333,0.0,0.041666667000000004
0.0,0.0,0.063829787,0.125,0.0
0.0,0.1636363635,0.036363636,0.041666667000000004,0.125
0.0,0.0,0.0,0.0,0.111111111
0.0,0.1638297878,0.127659574,0.111111111,0.041666667000000004
0.0,0.0,0.0,0.163265306,0.083333333
0.0,0.29787233933333335,0.0,0.0,0.0
0.0,0.999999999,0.0,0.0,0.0
0.0,0.0,0.035714286,0.0,0.097087379
0.0,0.0155555556,0.033333333,0.333333333,0.029126213999999997
1.0,0.0071428572,0.035714286,0.077669903,0.0
1.0,0.029545454600000007,0.022727273,0.333333333,0.097087379
1.0,0.023809523833333335,0.071428571,0.0,0.038834951
0.0,0.04444444400000001,0.022222222000000003,0.0,0.044585987
1.0,0.071428571,0.071428571,0.03125,0.07643312099999999
0.0,0.017045454,0.0,0.07643312099999999,0.044776119
0.0,0.0285714284,0.14285714300000002,0.067164179,0.07006369400000001
0.0,0.0,0.107142857,0.052238806,0.034090908999999996
0.0,0.0555555555,0.111111111,0.082089552,0.090909091
0.0,0.0,0.28571428600000004,0.011363636000000002,0.059701493
0.0,0.018181818,0.036363636,0.0,0.059701493
0.0,0.017045454499999998,0.102272727,0.067164179,0.056818182
0.0,0.017857143,0.0,0.074626866,0.056818182
0.0,0.0555555555,0.111111111,0.022727273,0.074626866
0.0,0.04320987666666666,0.15555555599999998,0.052238806,0.022727273
0.0,0.875,0.193181818,0.3125,0.067164179
0.0,0.0,0.0,0.0,0.0
0.0,1.633333331,0.0,0.0,0.0
0.0,0.0,0.0,0.043859649,0.079365079
1.0,0.00420168075,0.033613445,0.09649122800000001,0.071428571
0.0,0.0,0.0,0.079365079,0.052631579000000005
0.0,0.033613445,0.016806723,0.03968254,0.052631579000000005
0.0,0.0,0.0,0.043859649,0.0
0.0,0.097222222,0.055555556,0.0,0.026315789
0.0,0.0,0.1,0.02,0.043859649
0.0,0.0,0.0,0.14,0.078947368
0.0,0.1,0.0,0.08,0.01754386
0.0,0.0,0.083333333,0.026315789,0.02
0.0,0.0,0.1,0.02,0.043859649
0.0,0.083333333,0.0,0.026315789,0.08
0.0,0.0,0.0,0.026315789,0.02
0.0,0.06944444400000001,0.055555556,0.035087718999999996,0.06
0.0,0.1,0.0,0.06,0.035087718999999996
0.0,0.0,0.0,0.06,0.026315789
0.0,0.020000000000000004,0.018181818,0.075342466,0.0
0.0,0.03,0.125,0.0,0.075342466
1.0,0.0042553192000000005,0.063829787,0.083333333,0.075342466
0.0,0.005454545400000001,0.054545455,0.0,0.08219178099999999
0.0,0.02083333325,0.0,0.089041096,0.083333333
1.0,0.06666666666666667,0.0,0.042105263,0.166666667
0.0,0.0,0.041666667000000004,0.042105263,0.0
0.0,0.009118541142857144,0.021276596000000002,0.0,0.031578947
0.0,0.05037313425000001,0.089552239,0.042105263,0.045112782000000004
1.0,0.03125000025000001,0.083333333,0.052631579000000005,0.052631579000000005
0.0,0.06716417925000001,0.037313433,0.063157895,0.082706767
0.0,0.03703703688888888,0.041666667000000004,0.063157895,0.045112782000000004
0.0,0.029850746400000003,0.037313433,0.0,0.031578947
0.0,0.020000000000000004,0.125,0.095238095,0.031578947
0.0,0.029850746400000003,0.067164179,0.071428571,0.042105263
0.0,0.0340425528,0.17021276600000002,0.042105263,0.19047619
0.0,0.08441558428571429,0.327272727,0.071428571,0.021052632
0.0,0.42553191500000004,0.25531914899999997,0.031578947,0.14285714300000002
0.0,0.654545454,0.0,0.0,0.0
0.0,0.875,0.0,0.0,0.0
0.0,0.0,0.14285714300000002,0.060344827999999996,0.0
0.0,0.0,0.0,0.08620689699999999,0.083333333
0.0,0.017857142875000002,0.0,0.083333333,0.08620689699999999
0.0,0.0,0.0,0.0,0.11206896599999999
0.0,0.013888888875,0.0,0.034482759,0.041666667000000004
1.0,0.0,0.071428571,0.025862068999999998,0.041666667000000004
1.0,0.0,0.024691357999999997,0.083333333,0.10344827599999999
1.0,0.007936507888888888,0.214285714,0.0,0.017241378999999998
0.0,0.181818182,0.0,0.041666667000000004,0.066666667
0.0,0.018518518499999997,0.012345678999999998,0.052287582,0.0
1.0,0.0,0.090909091,0.133333333,0.10526315800000001
0.0,0.214285714,0.0,0.0,0.10526315800000001
0.0,0.051948051999999995,0.0,0.052631579000000005,0.0
0.0,0.0,0.214285714,0.066666667,0.0625
0.0,0.076923077,0.153846154,0.066666667,0.08035714299999999
0.0,0.09876543199999999,0.172839506,0.066666667,0.16071428599999998
0.0,0.12820512833333336,0.23076923100000002,0.107142857,0.066666667
0.0,0.535714285,0.35714285700000004,0.0,0.181818182
0.0,0.545454546,0.0,0.0,0.0
0.0,2.1428571420000004,0.0,0.0,0.0
0.0,0.00423728825,0.0,0.030612245,0.0
1.0,0.011904762,0.089285714,0.333333333,0.008474576
1.0,0.008888889,0.146666667,0.333333333,0.06779661
0.0,0.044642857,0.035714286,0.0,0.016949153
0.0,0.03,0.1,0.042372880999999994,0.0
0.0,0.011904762,0.071428571,0.033898305,0.051724137999999996
0.0,0.03333333333333333,0.05,0.016949153,0.068965517
0.0,0.004444444333333334,0.013333333000000001,0.068965517,0.025423729
0.0,0.0,0.0,0.017241378999999998,0.050847458
0.0,0.0,0.0,0.059322034,0.08620689699999999
0.0,0.028248587666666665,0.118644068,0.0,0.059322034
1.0,0.0,0.166666667,0.033898305,0.017241378999999998
0.0,0.03954802266666667,0.033898305,0.0,0.033898305
0.0,0.1,0.05,0.08620689699999999,0.033898305
0.0,0.13559322,0.06779661,0.035714286,0.050847458
0.0,0.2,0.025,0.071428571,0.050847458
0.0,1.0,0.0,0.035714286,0.050847458
0.0,0.48,0.146666667,0.107142857,0.042372880999999994
0.0,0.285714284,0.0,0.0,0.0
0.0,0.586666668,0.0,0.0,0.0
0.0,0.0,0.0,0.12195122,0.0
0.0,0.010416666666666666,0.041666667000000004,0.0,0.048780488
0.0,0.0,0.0,0.073170732,0.125
1.0,0.015957446833333333,0.095744681,0.12195122,0.0625
0.0,0.0,0.0,0.12195122,0.0625
0.0,0.022222222222222223,0.0,0.0,0.0625
1.0,0.018181818333333332,0.090909091,0.0,0.047619048
0.0,0.020833333333333332,0.0,0.0,0.0
0.0,0.181818182,0.054545455,0.0,0.0625
0.0,0.0,0.0,0.072727273,0.0625
0.0,0.10909091,0.127272727,0.0,0.036363636
0.0,0.021276596000000002,0.0,0.054545455,0.0625
0.0,0.27777777800000003,0.027777778,0.0,0.036363636
0.0,0.0,0.0,0.090909091,0.0
0.0,0.218181818,0.036363636,0.0,0.036363636
0.0,0.04,0.146666667,0.0,0.0
0.0,0.022222222222222223,0.0,0.111111111,0.0
0.0,0.020952381,0.10666666699999999,0.112903226,0.0
0.0,0.0,0.0,0.08064516099999999,0.0
0.0,0.04761904757142857,0.0,0.032258065,0.1
0.0,0.0,0.0,0.1,0.016129031999999998
1.0,0.013392857142857142,0.15625,0.016129031999999998,0.1
0.0,0.0,0.090909091,0.0,0.08064516099999999
0.0,0.02232142857142857,0.09375,0.0,0.048387097000000004
0.0,0.01255886971428572,0.054945055,0.041666667000000004,0.016129031999999998
0.0,0.051948051999999995,0.090909091,0.083333333,0.048387097000000004
0.0,0.015698587142857143,0.10989011,0.041666667000000004,0.09677419400000001
0.0,0.017857142857142856,0.03125,0.016129031999999998,0.041666667000000004
0.0,0.0,0.166666667,0.125,0.032258065
0.0,0.025974025999999997,0.0,0.048387097000000004,0.041666667000000004
0.0,0.0500000001,0.0,0.08064516099999999,0.0
0.0,0.28125,0.21875,0.016129031999999998,0.038461537999999997
0.0,0.08,0.16,0.016129031999999998,0.038461537999999997
0.0,0.363636364,0.0,0.0,0.0
0.0,0.666666668,0.0,0.0,0.0
1.0,0.0,0.0,0.085714286,0.1875
0.0,0.041666666666666664,0.0,0.076190476,0.0625
1.0,0.034343434400000004,0.10101010099999999,0.125,0.047619048
1.0,0.0416666665,0.10416666699999999,0.043478261,0.0625
1.0,0.06734006733333332,0.01010101,0.065217391,0.020833333
1.0,0.15625000049999999,0.0,0.071428571,0.0
0.0,0.150943396,0.037735849,0.02173913,0.0
0.0,0.125,0.0625,0.0,0.006993007
0.0,0.04716981125,0.037735849,0.0,0.041958042
1.0,0.0,0.0,0.021276596000000002,0.041958042
0.0,0.04716981125,0.018867925,0.048951049,0.021276596000000002
1.0,0.08730158699999999,0.103174603,0.021276596000000002,0.034965035
0.0,0.0,0.0625,0.063829787,1.0
0.0,0.24074074033333337,0.103174603,0.042553191,0.0
0.0,0.40404040399999996,0.131313131,0.0,0.0
0.0,0.46428571350000003,0.055555556,0.0625,0.0
0.0,1.25,0.125,0.125,0.0
0.0,0.0033921302727272728,0.007462687,0.079365079,0.043859649
0.0,0.009090909090909092,0.027272727000000004,0.09649122800000001,0.071428571
0.0,0.0006784260909090909,0.029850746,0.052631579000000005,0.079365079
0.0,0.0019342360000000002,0.042553191,0.03968254,0.052631579000000005
0.0,0.004132231363636363,0.009090909,0.043859649,0.095238095
0.0,0.003868471909090909,0.021276596000000002,0.026315789,0.007936508
0.0,0.0,0.025,0.043859649,0.055555556
0.0,0.0,0.032258065,0.078947368,0.007936508
1.0,0.002272727272727273,0.025,0.01754386,0.031746032
0.0,0.002932551363636364,0.0,0.071428571,0.026315789
0.0,0.0063965885,0.037313433,0.043859649,0.055555556
1.0,0.0,0.025,0.015873016,0.066666667
0.0,0.013888889000000001,0.0,0.031746032,0.1
0.0,0.041044776,0.037313433,0.1,0.015873016
0.0,0.15000000000000002,0.075,0.007936508,0.077586207
0.0,0.12903225866666668,0.032258065,0.043103447999999996,0.375
0.0,0.23636363600000002,0.327272727,0.0,0.043010753
0.0,0.28368794333333336,0.25531914899999997,0.0,0.086021505
0.0,0.981818181,0.0,0.0,0.0
0.0,2.0425531919999997,0.0,0.0,0.0
0.0,0.0444444445,0.1,0.060344827999999996,0.0
1.0,0.03125,0.14772727300000002,0.083333333,0.08620689699999999
1.0,0.025,0.04444444400000001,0.083333333,0.08620689699999999
0.0,0.029545454600000007,0.022727273,0.0,0.11206896599999999
0.0,0.04761904766666667,0.071428571,0.045751634000000006,0.034482759
0.0,0.0705882352,0.0,0.2,0.025862068999999998
0.0,0.0285714284,0.071428571,0.0,0.10344827599999999
1.0,0.025,0.125,0.2,0.017241378999999998
0.0,0.0,0.111111111,0.066666667,0.034482759
0.0,0.041666666666666664,0.0,0.0,0.025862068999999998
0.0,0.10714285725000001,0.071428571,0.035714286,0.133333333
1.0,0.01704545475,0.034090908999999996,0.035714286,0.0
0.0,0.0,0.0,0.026785714,0.0
0.0,0.005555555500000001,0.111111111,0.066666667,0.0625
0.0,0.14285714300000002,0.0,0.052631579000000005,0.066666667
0.0,0.102272727,0.125,0.10526315800000001,0.066666667
0.0,0.0,0.0,0.0,0.066666667
0.0,0.866666664,0.233333333,0.052631579000000005,0.0
0.0,1.411764708,0.0,0.0,0.0
0.0,0.0,0.14285714300000002,0.0,0.12195122
0.0,0.012544802833333334,0.053763440999999995,0.048780488,0.0
0.0,0.023809523833333335,0.0,0.073170732,0.125
1.0,0.0,0.0,0.12195122,0.0625
0.0,0.018518518499999997,0.0,0.0625,0.12195122
1.0,0.0068359375,0.0703125,0.0,0.0625
0.0,0.010752688,0.032258065,0.0,0.0
0.0,0.008230452666666666,0.024691357999999997,0.0,0.0
0.0,0.11538461550000001,0.076923077,0.072727273,0.0625
1.0,0.03125,0.0625,0.072727273,0.0625
1.0,0.04938271599999999,0.061728395,0.036363636,0.0
0.0,0.0666666666,0.0,0.0625,0.054545455
0.0,0.014336917333333333,0.021505376,0.036363636,0.015625
0.0,0.0,0.0,0.09375,0.025641026
0.0,0.08125,0.0625,0.078125,0.038461537999999997
0.0,0.07901234559999999,0.172839506,0.09375,0.102564103
0.0,0.0,0.28571428600000004,0.046875,0.051282050999999995
0.0,0.11827957,0.204301075,0.015625,0.064102564
0.0,1.000000001,0.0,0.0,0.0
0.0,2.076923079,0.0,0.0,0.0
0.0,0.029761904833333328,0.23214285699999998,0.033333333,0.075342466
0.0,0.019736842166666668,0.184210526,0.075342466,0.066666667
0.0,0.03869047616666666,0.125,0.033333333,0.075342466
1.0,0.030701754333333334,0.039473684,0.08219178099999999,0.066666667
0.0,0.0,0.03030303,0.089041096,0.033333333
0.0,0.015,0.05,0.0,0.04109589
0.0,0.00666666675,0.04,0.02739726,0.048951049
1.0,0.00847457625,0.06779661,0.04109589,0.06993007
0.0,0.02083333325,0.083333333,0.048951049,0.034246575
0.0,0.13559322,0.050847458,0.02739726,0.041958042
0.0,0.05,0.025,0.020547945,0.063157895
0.0,0.101694916,0.06779661,0.047945205,0.063157895
0.0,0.053333334,0.04,0.02739726,0.031578947
0.0,0.13559322,0.06779661,0.031578947,0.006849315
0.0,0.08,0.066666667,0.034246575,0.042105263
0.0,0.10714285800000001,0.16071428599999998,0.034246575,0.042105263
0.0,0.5,0.0,0.02739726,0.021052632
0.0,0.0172413793,0.10344827599999999,0.11,0.05673758900000001
0.0,0.0007462687,0.029850746,0.035460992999999996,0.12
0.0,0.0103448276,0.034482759,0.028368794,0.05
0.0,0.0125,0.1,0.07092198599999999,0.06
0.0,0.0029850746,0.104477612,0.06,0.007092199
0.0,0.010000000000000002,0.0,0.04964539,0.03
0.0,0.0104477612,0.067164179,0.028368794,0.05
1.0,0.0021276596000000003,0.021276596000000002,0.035460992999999996,0.02
0.0,0.0067164179000000004,0.089552239,0.042553191,0.04
0.0,0.0020161290625,0.0,0.05673758900000001,0.03
0.0,0.034722222166666664,0.041666667000000004,0.059322034,0.035460992999999996
0.0,0.0,0.0,0.033898305,0.05673758900000001
0.0,0.006944444500000001,0.0,0.033898305,0.042553191
0.0,0.007092198499999999,0.042553191,0.033898305,0.08510638300000001
0.0,0.0,0.041666667000000004,0.050847458,0.063829787
0.0,0.03571428571428571,0.25,0.04964539,0.050847458
0.0,0.06250000050000001,0.0,0.01754386,0.050847458
0.0,0.34042553200000003,0.25531914899999997,0.087719298,0.172413793
0.0,0.75,0.0,0.0,0.0
0.0,1.2765957449999998,0.0,0.0,0.0
1.0,0.0,0.4166666670000001,0.060344827999999996,0.0
0.0,0.011695906333333332,0.01754386,0.08620689699999999,0.083333333
0.0,0.27777777800000003,0.083333333,0.08620689699999999,0.019607843
0.0,0.12631578959999998,0.15789473699999998,0.0,0.066666667
0.0,0.16000000000000003,0.0,0.0,0.0
1.0,0.0,0.166666667,0.026785714,0.2
0.0,0.043636364000000004,0.090909091,0.017857143,0.0
0.0,0.05555555566666666,0.0,0.2,0.026785714
0.0,0.0131578945,0.026315789,0.026785714,0.0
0.0,0.0727272725,0.145454545,0.008928571,0.0
0.0,0.0,0.0,0.035714286,0.10526315800000001
0.0,0.017543859499999998,0.087719298,0.10526315800000001,0.035714286
0.0,0.0,0.078947368,0.026785714,0.052631579000000005
0.0,0.06944444450000001,0.027777778,0.0625,0.0
0.0,0.0,0.2,0.052631579000000005,0.08035714299999999
0.0,0.013888889,0.083333333,0.10526315800000001,0.16071428599999998
0.0,0.039473684,0.131578947,0.0,0.107142857
0.0,0.436363638,0.018181818,0.125,0.052631579000000005
0.0,1.2000000000000002,0.0,0.0,0.0
0.0,0.02100840333333333,0.12605042,0.085714286,0.071428571
0.0,0.0166666666,0.083333333,0.0,0.0
0.0,0.025210084,0.050420168,0.071428571,0.016129031999999998
1.0,0.0,0.0,0.0,0.214285714
0.0,0.0100840336,0.033613445,0.0,0.0
0.0,0.03703703711111111,0.0,0.071428571,0.048387097000000004
0.0,0.03125,0.053571429000000004,0.048387097000000004,0.0
1.0,0.0,0.0,0.08064516099999999,0.0
0.0,0.026785714500000002,0.053571429000000004,0.064516129,0.0
0.0,0.018633540428571425,0.043478261,0.0,0.0
1.0,0.029411765,0.029411765,0.090909091,0.025316456
0.0,0.043478261,0.10869565199999999,0.090909091,0.037974684
0.0,0.1333333336,0.0,0.090909091,0.050632910999999996
0.0,0.175438596,0.10526315800000001,0.012658228,0.062937063
0.0,0.08290816357142858,0.071428571,0.076923077,0.075949367
0.0,0.0,0.0,0.075949367,0.1
0.0,0.071428571,0.035714286,0.050632910999999996,0.1
0.0,0.166666667,0.5,0.3,0.12658227800000002
0.0,0.05882352900000001,0.0,0.0,0.0
0.0,4.0,0.0,0.0,0.0
0.0,0.011111111111111112,0.15,0.034090908999999996,0.097087379
0.0,0.0,0.0,0.029126213999999997,0.06818181799999999
0.0,0.0,0.076923077,0.077669903,0.045454545
0.0,0.0,0.0,0.034090908999999996,0.097087379
0.0,0.037037037,0.0,0.038834951,0.056818182
0.0,0.006944444444444444,0.0625,0.034090908999999996,0.038834951
1.0,0.0,0.0,0.090909091,0.048543689
0.0,0.006944444444444444,0.09375,0.019417476,0.045454545
0.0,0.006410256416666667,0.0,0.06818181799999999,0.048543689
1.0,0.08333333333333333,0.25,0.077669903,0.025477707000000002
1.0,0.0,0.166666667,0.057324840999999994,0.029126213999999997
0.0,0.25,0.0,0.048543689,0.057324840999999994
0.0,0.1875,0.03125,0.059701493,0.044585987
0.0,0.0,0.0,0.015625,0.012738853999999999
0.0,0.0,0.083333333,0.03125,0.031847134
0.0,0.28125,0.09375,0.046875,0.038216561
0.0,0.0,0.0,0.09375,0.025477707000000002
0.0,0.0,0.0,0.0,0.038216561
1.0,0.05925925933333333,0.1,0.033333333,0.075342466
0.0,0.041666666666666664,0.14772727300000002,0.066666667,0.075342466
0.0,0.016666666666666666,0.04444444400000001,0.075342466,0.033333333
1.0,0.04924242433333334,0.022727273,0.08219178099999999,0.062937063
0.0,0.0,0.0,0.089041096,0.041958042
